id,horizon,number_reps,W_proxy,ldes_error,macme,abs_ldes_error
05663e13fe7bb1fd078c,2,60,1.0,-0.0230654876889238,0.0487809846877045,0.0230654876889238
3b539660187463dee64a,2,30,0.0,0.0764968488008777,0.0834902327252881,0.0764968488008777
28bdc4933942ddef83f4,2,30,0.75,-0.2563048054649416,0.1861463266722779,0.2563048054649416
316889c32d1c41d7a1f8,2,30,1.0,-0.1879438192582211,0.0719504225390042,0.1879438192582211
0c6e3b268c679fc45b20,2,45,0.0,-0.0631723102308469,0.0858655659858624,0.0631723102308469
c3c43ace7582537e3fb6,2,45,0.75,-0.2655519925006899,0.1390085140532301,0.2655519925006899
2d40068dbabfcea8065f,2,45,1.0,-0.1864431820380107,0.1023090196063991,0.1864431820380107
9c211e988cc4051ec0fc,2,60,0.0,0.1669792705353154,0.1024135558102477,0.1669792705353154
360674a95604b5931958,2,60,0.75,-0.3059013175731709,0.1225075386476925,0.3059013175731709
26eb1c6ee6915f728e9a,2,60,1.0,-0.2733519638194671,0.1328873498709303,0.2733519638194671
37d39f768498760b897c,2,30,0.0,-0.3271891080883546,0.0601844287809028,0.3271891080883546
e83bcbb95d99643c3f15,2,30,0.75,-0.1058448285830125,0.0528467224643172,0.1058448285830125
2c3f9e5690ecb8eaaac7,2,30,1.0,-0.3148714150411142,0.0418604558148805,0.3148714150411142
6537205bd78fb406d2d6,2,45,0.0,-0.3425374765543968,0.0640388420152139,0.3425374765543968
cafca482f3b30a4393fd,2,45,0.75,-0.106053661523499,0.0691427467075408,0.106053661523499
b757d8634b6251e01dd9,2,45,1.0,-0.3175938846404431,0.0918270195881938,0.3175938846404431
291e0a0c6bc4945b181c,2,60,0.0,0.0281809648820032,0.0661591254797102,0.0281809648820032
684df02f30ea2f128449,2,60,0.75,-0.1828613762625,0.0833046162275334,0.1828613762625
50fae892fec59bcba513,2,60,1.0,-0.1986926351970009,0.1005005866292703,0.1986926351970009
ea79cc275e895eda3783,2,30,0.0,0.2889518538515987,0.1035494176227095,0.2889518538515987
aa45f52dbe4b84cc366e,2,30,0.75,0.0288698611533336,0.080367189872883,0.0288698611533336
2b3ac7de91e39938dbb4,2,30,1.0,0.1514405917569706,0.0915619570708122,0.1514405917569706
7629032b8f2967893499,2,45,0.0,0.4385071228690729,0.0945532313860343,0.4385071228690729
00851703cc2e625ffd29,2,45,0.75,0.1033694136601407,0.037382857419518,0.1033694136601407
416510fcb13b7e2853ab,2,45,1.0,0.0294915543569033,0.0594938714750437,0.0294915543569033
a95b4ea663202b3347f7,2,60,0.0,0.4248253078932707,0.0879336815077064,0.4248253078932707
93109015d40b088e4c1a,2,60,0.75,-0.0377250648833639,0.0282087093700838,0.0377250648833639
9d6b0804369f83c76352,2,60,1.0,-0.1161817512055604,0.0399947352589406,0.1161817512055604
d29295c4882c9a19444a,2,30,0.0,0.1188070741065347,0.1059579325450182,0.1188070741065347
61a0f616baaf03069ea3,2,30,0.75,-0.1196730620559311,0.0568536716285191,0.1196730620559311
f6e73c7d901c9fa66adc,2,30,1.0,-0.1643384992912533,0.0594760912184668,0.1643384992912533
639e836d0c2e8ff37107,2,45,0.0,0.2085246489408399,0.0651023036056128,0.2085246489408399
2813ad45b7cabf6e00ad,2,45,0.75,-0.1470761533636179,0.0493590012350246,0.1470761533636179
6f68dd11b9e5233f2c2c,2,45,1.0,-0.1362543403412537,0.0492840292763721,0.1362543403412537
460918fd3e0dc1d29064,2,60,0.0,0.1763039182127712,0.0639651060756124,0.1763039182127712
09e26cb7754b98bc2ae8,2,60,0.75,-0.1111172040011563,0.0082853438483628,0.1111172040011563
1442a432821fbfb200f3,2,60,1.0,-0.1574728220736351,0.0297200512728793,0.1574728220736351
